Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
AGAP009296	3	30910541	30912248
AGAP009302	3	30920086	30923139
AGAP009303	3	30941498	30949446
AGAP009304	3	31017531	31019013
AGAP009305	3	31019301	31024345
AGAP013715	3	3882309	3882973
AGAP013773	3	3986652	3987698
AGAP009306	3	31046007	31064590
AGAP009307	3	31126889	31130212
AGAP009308	3	31131364	31135540
AGAP009309	3	31135103	31135550
AGAP009310	3	31160369	31163226
AGAP009311	3	31167033	31176230
AGAP009312	3	31177199	31186089
AGAP009313	3	31186323	31187434
AGAP009314	3	31192630	31194592
AGAP009315	3	31206795	31238455
AGAP009317	3	31242430	31247592
AGAP009318	3	31243845	31244306
AGAP009319	3	31248897	31252767
AGAP009320	3	31261163	31263584
AGAP009321	3	31263733	31265040
AGAP009322	3	31265521	31266790
AGAP009323	3	31266937	31268285
AGAP009324	3	31268756	31270480
AGAP009325	3	31270801	31272465
AGAP009327	3	31342210	31342572
AGAP009328	3	31342753	31343058
AGAP009329	3	31432586	31434358
AGAP009330	3	31447219	31460565
AGAP009331	3	31485838	31501564
AGAP009332	3	31507049	31509139
AGAP009333	3	31516881	31521352
AGAP009334	3	31531022	31532801
AGAP009335	3	31533114	31534493
AGAP009336	3	31534665	31535614
AGAP009337	3	31535924	31538209
AGAP009338	3	31538532	31540376
AGAP009339	3	31540795	31543833
AGAP009340	3	31545045	31545783
AGAP009341	3	31546155	31546993
AGAP009342	3	31556477	31558957
AGAP013766	3	218925	219691
AGAP009343	3	31560320	31561091
AGAP009344	3	31564662	31568936
AGAP009345	3	31571195	31572391
AGAP009346	3	31572713	31574325
AGAP009347	3	31574327	31577007
AGAP009348	3	31577904	31586407
AGAP009349	3	31590412	31591699
AGAP009350	3	31597663	31601022
AGAP009351	3	31643148	31645361
AGAP009352	3	31744109	31744597
AGAP009353	3	31744891	31750750
AGAP009354	3	31746636	31747129
AGAP009355	3	31747285	31747760
AGAP009356	3	31751987	31752479
AGAP009357	3	31752631	31753107
AGAP009358	3	31754166	31754771
AGAP009359	3	31759620	31760108
AGAP009360	3	31766684	31767021
AGAP009361	3	31774416	31774791
AGAP009362	3	31781966	31783022
AGAP009363	3	31793155	31795094
AGAP009364	3	31797221	31802838
AGAP009365	3	31804486	31805861
AGAP009366	3	31807985	31808730
AGAP009367	3	31811191	31811989
AGAP009368	3	31814166	31814685
AGAP009369	3	31817063	31817591
AGAP009370	3	31819435	31819962
AGAP009371	3	31822600	31823056
AGAP009372	3	31825768	31826272
AGAP009373	3	31826865	31827569
AGAP009374	3	31842847	31844432
AGAP009375	3	31847940	31848707
AGAP009376	3	31850324	31853051
AGAP009377	3	31854484	31855852
AGAP009378	3	31861505	31861948
AGAP009379	3	31864465	31865543
AGAP009380	3	31866871	31868107
AGAP009381	3	31870518	31872069
AGAP009382	3	31874797	31876226
AGAP009383	3	31883308	31884614
AGAP009384	3	31895575	31898859
AGAP009385	3	31904104	31907559
AGAP009386	3	31912083	31913381
AGAP009387	3	31916188	31918912
AGAP009388	3	31923805	31938721
AGAP009389	3	31942431	32078060
AGAP009390	3	32030015	32031375
AGAP013736	3	4810076	4812179
AGAP009391	3	32031703	32033093
AGAP009392	3	32033307	32034744
AGAP009393	3	32036388	32037837
AGAP013741	3	2419811	2420289
AGAP009394	3	32038179	32039618
AGAP013751	3	2172040	2177216
AGAP009395	3	32040039	32041469
AGAP009396	3	32041893	32043328
AGAP013763	3	2120623	2121210
AGAP009397	3	32043804	32045269
AGAP013725	3	3628100	3629316
AGAP009398	3	32045684	32047114
AGAP013728	3	4492632	4493873
AGAP009399	3	32165475	32168645
AGAP009400	3	32132052	32216768
AGAP009401	3	32222434	32223586
AGAP009402	3	32225167	32226168
AGAP013745	3	3382210	3383327
AGAP009403	3	32301162	32306700
AGAP009404	3	32311163	32315496
AGAP009405	3	32315535	32317217
AGAP009406	3	32318712	32320274
AGAP009407	3	32321579	32322934
AGAP009408	3	32329771	32331315
AGAP009409	3	32332496	32333988
AGAP009410	3	32334341	32335846
AGAP009411	3	32336311	32337725
AGAP009412	3	32338771	32354233
AGAP009413	3	32355036	32356421
AGAP009414	3	32357565	32358835
AGAP009415	3	32376749	32378721
AGAP009416	3	32501328	32502506
AGAP009417	3	32560742	32561087
AGAP009418	3	32633143	32633488
AGAP009419	3	32695608	32695950
AGAP009420	3	32780401	32781822
AGAP009421	3	32823579	32824573
AGAP009423	3	32860336	32926186
AGAP009424	3	32996233	32999404
AGAP009426	3	33183821	33184900
AGAP009427	3	33186970	33188450
AGAP009428	3	33193194	33231939
AGAP009429	3	33439610	33440066
AGAP009430	3	33464487	33464907
AGAP009431	3	33472475	33473304
AGAP009432	3	33474801	33476683
AGAP009433	3	33479122	33480336
AGAP009434	3	33482026	33483551
AGAP009435	3	33484068	33484823
AGAP009436	3	33485565	33486853
AGAP009437	3	33487582	33488870
AGAP009438	3	33488887	33491690
AGAP009439	3	33492023	33493315
AGAP009440	3	33493923	33495983
AGAP009441	3	33496836	33501776
AGAP009442	3	33502242	33503027
AGAP009443	3	33508377	33530283
AGAP009444	3	33532696	33533938
AGAP009445	3	33534993	33536557
AGAP009446	3	33539496	33541618
AGAP009447	3	33543667	33550803
AGAP009448	3	33558376	33560134
AGAP009449	3	33562076	33562849
AGAP009450	3	33594887	33600086
AGAP009451	3	33600835	33608194
AGAP009452	3	33608852	33612197
AGAP009453	3	33626306	33778241
AGAP009457	3	33787613	33808874
AGAP009458	3	33813353	33814045
AGAP009459	3	33814493	33815820
AGAP009460	3	33816468	33817798
AGAP009461	3	33869544	33876671
AGAP009462	3	33924053	33925310
AGAP009463	3	33943638	33951119
AGAP009464	3	33962210	33975149
AGAP009465	3	33994922	33999605
AGAP009466	3	33997005	33998495
AGAP009467	3	34005202	34006014
AGAP009468	3	34006805	34009447
AGAP009469	3	34011338	34013415
AGAP009470	3	34013801	34014861
AGAP009471	3	34017810	34019878
AGAP009472	3	34021420	34022352
AGAP009473	3	34029182	34036958
AGAP009474	3	34208504	34220987
AGAP009475	3	34251999	34268765
AGAP009476	3	34314280	34316153
AGAP009477	3	34352536	34367020
AGAP009478	3	34388885	34390004
AGAP009479	3	34393517	34397075
AGAP009480	3	34412358	34413336
AGAP009481	3	34574420	34575624
AGAP009482	3	34576921	34579363
AGAP009483	3	34634943	34641218
AGAP009484	3	34644617	34645530
AGAP009485	3	34691867	34692805
AGAP009486	3	34693601	34696685
AGAP009487	3	34698322	34703418
AGAP009488	3	34704741	34708032
AGAP009489	3	34708406	34709391
AGAP009490	3	34709682	34710631
AGAP009491	3	34710674	34711477
AGAP009492	3	34712292	34713346
AGAP009493	3	34721510	34725375
AGAP009494	3	34726913	34731801
AGAP009495	3	34733788	34735007
AGAP009496	3	34737346	34741936
AGAP009497	3	34744428	34746143
AGAP009498	3	34755650	34758602
AGAP009499	3	34761139	34761978
AGAP009500	3	34768056	34769658
AGAP009501	3	34772175	34779879
AGAP009502	3	34805733	34806621
AGAP009503	3	34959674	34961344
AGAP009504	3	34962466	34963077
AGAP009505	3	34963390	34965774
AGAP009506	3	34966165	34967364
AGAP009507	3	34967760	34968950
AGAP009508	3	34969675	34970901
AGAP009509	3	34973060	34976602
AGAP009510	3	34977878	34981572
AGAP009511	3	34991168	35004104
AGAP009512	3	35021624	35023250
AGAP009513	3	35025588	35030224
AGAP009514	3	35049851	35054224
AGAP009515	3	35054613	35076625
AGAP009516	3	35087736	35091258
AGAP009517	3	35109746	35114428
AGAP009518	3	35131422	35136776
AGAP009519	3	35175416	35178788
AGAP009520	3	35206072	35207685
AGAP009521	3	35211557	35212543
AGAP009522	3	35289962	35356792
AGAP009523	3	35297894	35300806
AGAP009524	3	35301464	35302597
AGAP009525	3	35302757	35304764
AGAP009526	3	35304956	35306673
AGAP009527	3	35368953	35369518
AGAP009528	3	35381848	35394920
AGAP009529	3	35395953	35396723
AGAP009530	3	35397853	35398611
AGAP009531	3	35415701	35419761
AGAP009532	3	35427325	35428509
AGAP009533	3	35432310	35435232
AGAP009534	3	35498503	35499255
AGAP009535	3	35601633	35602386
AGAP009536	3	35603244	35605141
AGAP009537	3	35605568	35607573
AGAP009538	3	35609803	35614511
AGAP009539	3	35617194	35620867
AGAP009540	3	35856838	35858660
AGAP009541	3	35860060	35862011
AGAP009542	3	35891129	35892535
AGAP009543	3	35932027	35932781
AGAP009544	3	35935093	35936044
AGAP009545	3	35936860	35938124
AGAP009546	3	35939518	35941664
AGAP009547	3	35943336	35946265
AGAP009548	3	35946697	35950446
AGAP009549	3	36017052	36017994
AGAP009550	3	36028604	36029909
AGAP009551	3	36043423	36044385
AGAP009552	3	36045524	36046865
AGAP009553	3	36047923	36049040
AGAP009554	3	36050238	36117882
AGAP009555	3	36074714	36076577
AGAP009556	3	36127568	36145659
AGAP009557	3	36134526	36135383
AGAP009558	3	36146181	36147802
AGAP009559	3	36149053	36150335
AGAP009560	3	36152800	36175571
AGAP009561	3	36187940	36188622
AGAP009562	3	36250576	36255794
AGAP009563	3	36259773	36262113
AGAP009564	3	36263269	36263427
AGAP009565	3	36265130	36267360
AGAP009566	3	36297895	36333175
AGAP009567	3	36345531	36346699
AGAP009568	3	36348849	36362340
AGAP009569	3	36363062	36364325
AGAP009570	3	36365691	36367317
AGAP009571	3	36367935	36371610
AGAP009572	3	36371923	36372669
AGAP009573	3	36373051	36374542
AGAP009574	3	36380951	36382288
AGAP009575	3	36396359	36406327
AGAP009576	3	36434025	36434797
AGAP009577	3	36438789	36451397
AGAP009578	3	36507665	36508936
AGAP009579	3	36516465	36521138
AGAP009580	3	36545792	36547398
AGAP009581	3	36554041	36561634
AGAP009582	3	36568519	36577702
AGAP009583	3	36627379	36656752
AGAP009584	3	36668830	36684134
AGAP009585	3	36684682	36686049
AGAP009586	3	36687006	36687950
AGAP009587	3	36689165	36691619
AGAP009588	3	36692772	36693988
AGAP009589	3	36696351	36706980
AGAP009590	3	36718666	36720361
AGAP009591	3	36720615	36723458
AGAP009592	3	36727532	36728498
AGAP009593	3	36730614	36731915
AGAP009594	3	36732148	36736199
AGAP009595	3	36755388	36771781
AGAP009596	3	36830057	36870512
AGAP009597	3	36871114	36871752
AGAP009598	3	36880342	36887013
AGAP009599	3	36904703	36905753
AGAP009600	3	36940286	36943636
AGAP009601	3	36946140	36952331
AGAP009602	3	36953753	36954686
AGAP009603	3	36968341	36970105
AGAP009604	3	36972579	36976781
AGAP009605	3	36977688	36978778
AGAP009606	3	36979122	36980493
AGAP009607	3	36981128	36983767
AGAP009608	3	36986648	36989742
AGAP009609	3	36994987	36998787
AGAP009610	3	37001849	37003632
AGAP009611	3	37003915	37006114
AGAP009612	3	37005751	37006960
AGAP009613	3	37006967	37007866
AGAP009614	3	37008569	37009490
AGAP009615	3	37009776	37012169
AGAP009616	3	37041535	37042324
AGAP009617	3	37045603	37047696
AGAP009618	3	37048121	37048840
AGAP009619	3	37052132	37063499
AGAP009620	3	37067814	37068601
AGAP009621	3	37081806	37089264
AGAP009622	3	37142919	37146582
AGAP009623	3	37154051	37155049
AGAP009624	3	37158851	37163330
AGAP009625	3	37164788	37166737
AGAP009626	3	37233641	37252208
AGAP009627	3	37257198	37273562
AGAP009628	3	37275842	37300372
AGAP009629	3	37321107	37322204
AGAP009630	3	37327033	37329264
AGAP009631	3	37333620	37336517
AGAP009632	3	37344766	37348430
AGAP009633	3	37348557	37349608
AGAP009634	3	37363065	37364183
AGAP009635	3	37367914	37368590
AGAP009636	3	37386249	37387516
AGAP009637	3	37391355	37398595
AGAP009638	3	37406421	37422931
AGAP009639	3	37442824	37456914
AGAP009640	3	37461872	37463578
AGAP009641	3	37469761	37481185
AGAP009642	3	37484416	37488167
AGAP009643	3	37490023	37501471
AGAP009644	3	37509151	37509605
AGAP009645	3	37511611	37514030
AGAP009646	3	37552057	37566571
AGAP009647	3	37602455	37603229
AGAP009648	3	37604024	37604978
AGAP009649	3	37609386	37618770
AGAP009650	3	37619649	37620625
AGAP009651	3	37621581	37624684
AGAP009652	3	37625140	37625956
AGAP009653	3	37626605	37628034
AGAP009654	3	37628093	37628754
AGAP009655	3	37629060	37653347
AGAP009656	3	37634749	37635899
AGAP009657	3	37638480	37639511
AGAP009658	3	37654304	37658219
AGAP009659	3	37669167	37675280
AGAP009660	3	37679291	37679941
AGAP009661	3	37683536	37684851
AGAP009662	3	37749770	37752537
AGAP009664	3	37779744	37791731
AGAP009665	3	37901095	37902341
AGAP009666	3	38019201	38033519
AGAP009667	3	38038133	38039594
AGAP009668	3	38042093	38046611
AGAP009669	3	38067046	38073337
AGAP009670	3	38137217	38154470
AGAP009671	3	38172112	38172962
AGAP009672	3	38179781	38218801
AGAP009673	3	38233196	38249780
AGAP009674	3	38244710	38246603
AGAP009675	3	38251678	38253285
AGAP009676	3	38254191	38277482
AGAP009677	3	38306520	38314791
AGAP009680	3	38394709	38396210
AGAP009681	3	38397972	38400051
AGAP009682	3	38400465	38401144
AGAP009683	3	38564556	38633316
AGAP009684	3	38592563	38594408
AGAP009685	3	38661350	38668020
AGAP009686	3	38668747	38669409
AGAP009687	3	38670260	38674340
AGAP009688	3	38705707	38708285
AGAP009690	3	38814029	38815826
AGAP009691	3	38897086	38897907
AGAP009692	3	38899431	38900289
AGAP009693	3	38928089	38956122
AGAP009694	3	38961434	38972382
AGAP009695	3	38968585	38969605
AGAP009696	3	38988757	38990755
AGAP009697	3	38993868	39017067
AGAP009699	3	39063375	39070280
AGAP009700	3	39152788	39153820
AGAP009701	3	39161779	39164682
AGAP009702	3	39164954	39166287
AGAP009703	3	39185588	39190760
AGAP009704	3	39202524	39204005
AGAP009705	3	39205246	39206741
AGAP009706	3	39216658	39218135
AGAP009707	3	39220352	39223844
AGAP009708	3	39226305	39227227
AGAP009709	3	39282635	39287521
AGAP009710	3	39440463	39440917
AGAP009711	3	39465522	39470599
AGAP009712	3	39506327	39508981
AGAP009713	3	39509734	39526193
AGAP009714	3	39735302	39735750
AGAP009715	3	39738811	39741217
AGAP009716	3	39950254	39970989
AGAP009717	3	40236127	40255901
AGAP009718	3	40308332	40314866
AGAP009719	3	40344257	40347645
AGAP009720	3	40915985	40919120
AGAP009721	3	40963329	40963696
AGAP009722	3	40963742	40964141
AGAP009723	3	41206908	41229906
AGAP009724	3	41532588	41534344
AGAP009725	3	41575831	41640871
AGAP009726	3	41719746	41776937
AGAP009727	3	41808324	41812817
AGAP009728	3	41844579	41845348
AGAP009729	3	41853237	41853793
AGAP009730	3	41854331	41860198
AGAP009731	3	41864382	41865523
AGAP009732	3	41872609	41873771
AGAP009733	3	41921566	41922809
AGAP009734	3	41951206	41972538
AGAP009735	3	42011460	42012670
AGAP009736	3	42036462	42046551
AGAP009737	3	42052469	42054890
AGAP009738	3	42055259	42056316
AGAP009739	3	42056398	42058612
AGAP009740	3	42058854	42060639
AGAP009741	3	42061298	42061906
AGAP009742	3	42063124	42067701
AGAP009743	3	42068389	42071231
AGAP009744	3	42077781	42087339
AGAP009745	3	42109506	42111648
AGAP009746	3	42127368	42128777
AGAP009747	3	42130171	42131298
AGAP009748	3	42151311	42157223
AGAP009749	3	42208078	42210782
AGAP009750	3	42351341	42356155
AGAP009751	3	42357772	42360377
AGAP009752	3	42361196	42365395
AGAP009753	3	42365440	42366037
AGAP009754	3	42366470	42368566
AGAP009755	3	42370054	42372126
AGAP009756	3	42374985	42377093
AGAP009757	3	42379655	42450358
AGAP009758	3	42403991	42405781
AGAP009759	3	42430443	42432109
AGAP009760	3	42451588	42456911
AGAP009761	3	42457924	42458667
AGAP009762	3	42459232	42469856
AGAP009763	3	42470964	42474047
AGAP009764	3	42476246	42477017
AGAP009765	3	42477647	42480533
AGAP009766	3	42482116	42483180
AGAP009768	3	42645625	42647745
AGAP009769	3	42672868	42676810
AGAP009770	3	42687330	42693463
AGAP009771	3	42775763	42776266
AGAP009772	3	42781176	42783164
AGAP009773	3	42786477	42787646
AGAP009774	3	42791948	42812218
AGAP009775	3	42988583	42995513
AGAP009776	3	43074974	43076845
AGAP009777	3	43188372	43210942
AGAP009778	3	43212627	43214171
AGAP009779	3	43214894	43216297
AGAP009780	3	43237506	43252447
AGAP009781	3	43257320	43259063
AGAP009782	3	43264198	43265563
AGAP009783	3	43269836	43271089
AGAP009784	3	43275713	43278351
AGAP009785	3	43279075	43280889
AGAP009786	3	43282321	43287851
AGAP009787	3	43287963	43289420
AGAP009788	3	43291055	43294684
AGAP009789	3	43297277	43299433
AGAP009790	3	43300528	43321197
AGAP009791	3	43314472	43318009
AGAP009792	3	43351605	43353667
AGAP009793	3	43431091	43432588
AGAP009794	3	43436983	43446447
AGAP009795	3	43449020	43471781
AGAP009796	3	43491716	43495182
AGAP009797	3	43510366	43510995
AGAP009798	3	43564933	43570591
AGAP009799	3	43583846	43641381
AGAP009800	3	43652389	43653373
AGAP009801	3	43655407	43666434
AGAP009802	3	43667301	43668635
AGAP009803	3	43668907	43670281
AGAP009804	3	43670895	43672235
AGAP009805	3	43676455	43697706
AGAP009806	3	43698370	43702916
AGAP009807	3	43706644	43708261
AGAP009808	3	43709295	43711004
AGAP009809	3	43713434	43733410
AGAP009810	3	43750711	43751918
AGAP009811	3	43752259	43754105
AGAP009812	3	43758110	43761176
AGAP009813	3	43768038	43769841
AGAP009814	3	43769903	43771873
AGAP009815	3	43774877	43775670
AGAP009816	3	43775793	43776765
AGAP009817	3	43776907	43778136
AGAP009818	3	43778404	43784498
AGAP009819	3	43790061	43795485
AGAP009820	3	43798630	43800111
AGAP009821	3	43801376	43802935
AGAP009822	3	43803407	43804237
AGAP009823	3	43805221	43816144
AGAP009824	3	43818331	43819234
AGAP009825	3	43819438	43820572
AGAP009826	3	43821123	43824617
AGAP009827	3	43852874	43857372
AGAP009828	3	43935598	43936724
AGAP009829	3	43980421	43987181
AGAP009830	3	44029393	44029824
AGAP009831	3	44033191	44041412
AGAP009833	3	44046786	44050960
AGAP009834	3	44051582	44053128
AGAP009835	3	44056563	44069719
AGAP009836	3	44070058	44075946
AGAP009837	3	44076147	44077260
AGAP009838	3	44077549	44079059
AGAP009839	3	44086477	44088125
AGAP009840	3	44088573	44091311
AGAP009841	3	44091758	44093030
AGAP009842	3	44093269	44094393
AGAP009843	3	44098717	44100130
AGAP009845	3	44103151	44105918
AGAP009846	3	44107289	44109867
AGAP009847	3	44114246	44122918
AGAP009848	3	44154841	44168621
AGAP009849	3	44185219	44199631
AGAP009850	3	44325650	44333909
AGAP009851	3	44333916	44343239
AGAP009852	3	44347545	44348684
AGAP009853	3	44349124	44350645
AGAP009854	3	44350967	44352437
AGAP009856	3	44356455	44357680
AGAP009857	3	44357873	44359336
AGAP009858	3	44359442	44360705
AGAP009859	3	44482760	44483549
AGAP009860	3	44497197	44522724
AGAP009861	3	44534843	44557324
AGAP009862	3	44550269	44570066
AGAP009863	3	44558522	44561275
AGAP009864	3	44572956	44583525
AGAP009865	3	44586296	44587160
AGAP009866	3	44587157	44588197
AGAP009867	3	44588544	44593264
AGAP009868	3	44595744	44596889
AGAP009869	3	44599530	44600220
AGAP009871	3	44606879	44609038
AGAP009872	3	44621416	44622695
AGAP009874	3	44647714	44648784
AGAP009875	3	44651149	44651987
AGAP009876	3	44655489	44658811
AGAP009878	3	44683920	44685754
AGAP009879	3	44722312	44724555
AGAP009880	3	44732896	44734846
AGAP009881	3	44735113	44736554
AGAP009882	3	44736984	44737929
AGAP009883	3	44738137	44739692
AGAP009884	3	44741483	44742293
AGAP009885	3	44742525	44743303
AGAP009886	3	44744364	44747766
AGAP009887	3	44749084	44750168
AGAP009888	3	44752912	44754178
AGAP009889	3	44773869	44775019
AGAP009890	3	44805593	44816233
AGAP009891	3	44873991	44881868
AGAP009893	3	44900146	44902267
AGAP009894	3	44903740	44906308
AGAP009895	3	44906397	44912595
AGAP009896	3	44916416	44918606
AGAP009897	3	44948747	44962188
AGAP009898	3	44971602	44975327
AGAP009899	3	45088535	45090088
AGAP009901	3	45174464	45175448
AGAP009902	3	45178870	45180313
AGAP009903	3	45180851	45182495
AGAP009904	3	45183296	45184666
AGAP009905	3	45185052	45185553
AGAP009906	3	45185906	45186489
AGAP009907	3	45186831	45189277
AGAP009908	3	45189944	45190731
AGAP009909	3	45193339	45197012
AGAP009910	3	45197982	45200093
AGAP009911	3	45201436	45203169
AGAP009912	3	45203842	45204628
AGAP009913	3	45204863	45206950
AGAP009914	3	45209655	45211007
AGAP009915	3	45215532	45220856
AGAP009916	3	45250604	45279514
AGAP009917	3	45281286	45290207
AGAP009918	3	45291206	45300124
AGAP009919	3	45303063	45305641
AGAP009920	3	45307201	45308216
AGAP009921	3	45321162	45325330
AGAP009922	3	45326024	45327259
AGAP009923	3	45327566	45329520
AGAP009924	3	45332059	45334428
AGAP009925	3	45349133	45390739
AGAP009926	3	45396398	45397744
AGAP009927	3	45397827	45399017
AGAP009928	3	45404704	45413937
AGAP009929	3	45417820	45421670
AGAP009930	3	45432718	45434937
AGAP009931	3	45436183	45438249
AGAP009932	3	45442323	45479458
AGAP009933	3	45572223	45596316
AGAP009934	3	45614423	45615628
AGAP009935	3	45650156	45654239
AGAP009936	3	45656532	45658126
AGAP009937	3	45691228	45703921
AGAP009938	3	45704015	45709823
AGAP009939	3	45715536	45719841
AGAP009940	3	45725223	45750578
AGAP009941	3	45755902	45766714
AGAP009942	3	45763104	45764612
AGAP009943	3	45767293	45769254
AGAP009944	3	45804678	45806458
AGAP009945	3	45808083	45809514
AGAP009946	3	45853445	45854470
AGAP009947	3	45880431	45902599
AGAP009948	3	46015350	46015969
AGAP009949	3	46040593	46042994
AGAP009950	3	46097218	46105196
AGAP009951	3	46148454	46164104
AGAP009952	3	46164412	46166463
AGAP009953	3	46187605	46206053
AGAP009954	3	46297393	46302538
AGAP009955	3	46304184	46318858
AGAP009956	3	46320550	46322002
AGAP009957	3	46464354	46465412
AGAP009958	3	46570723	46574186
AGAP009959	3	46576255	46583408
AGAP009960	3	46585643	46588138
AGAP009961	3	46649629	46654760
AGAP009962	3	46658883	46661818
AGAP009963	3	46662335	46663053
AGAP009964	3	46702091	46712392
AGAP009965	3	46822317	46847194
AGAP009966	3	46876221	46877163
AGAP009967	3	46899178	46899834
AGAP009968	3	46899929	46900642
AGAP009969	3	46901588	46901929
AGAP009970	3	46916125	46921618
AGAP009971	3	46925668	46927712
AGAP009972	3	46929764	46936269
AGAP009973	3	46975041	46977597
AGAP009974	3	46978459	46979536
AGAP009975	3	46981286	46995471
AGAP009976	3	47002531	47004391
AGAP009977	3	47004561	47025685
AGAP009979	3	47081779	47083516
AGAP009980	3	47088268	47091399
AGAP009981	3	47099265	47100141
AGAP009982	3	47100884	47102442
AGAP009983	3	47149747	47163522
AGAP009984	3	47238183	47239232
AGAP009985	3	47243652	47244954
AGAP009986	3	47248617	47251946
AGAP009987	3	47252286	47253028
AGAP009988	3	47253297	47254049
AGAP009989	3	47255828	47257240
AGAP009990	3	47306822	47327239
AGAP009991	3	47331414	47332656
AGAP009992	3	47334663	47336762
AGAP009993	3	47337209	47339123
AGAP009994	3	47339542	47340331
AGAP009995	3	47378262	47382240
AGAP009996	3	47428384	47428936
AGAP009997	3	47430060	47430884
AGAP009998	3	47431933	47434754
AGAP009999	3	47434851	47436782
AGAP010000	3	47439130	47440032
AGAP010001	3	47472054	47483333
AGAP010002	3	47487040	47488219
AGAP010003	3	47500799	47533746
AGAP010004	3	47535848	47536671
AGAP010005	3	47545911	47547904
AGAP010006	3	47548657	47552495
AGAP010007	3	47555567	47557471
AGAP010008	3	47559881	47560955
AGAP010009	3	47575080	47577538
AGAP010010	3	47577971	47579507
AGAP010011	3	47581200	47582796
AGAP010012	3	47585606	47612484
AGAP010013	3	47601710	47602195
AGAP010014	3	47641533	47642210
AGAP010015	3	47678580	47691932
AGAP010016	3	47718643	47719449
AGAP010017	3	47742575	47751274
AGAP010018	3	47753852	47754407
AGAP010019	3	47762956	47763908
AGAP010020	3	47765360	47767135
AGAP010021	3	47845820	47857743
AGAP010022	3	47867857	47877489
AGAP010023	3	47881857	47893426
AGAP010024	3	47930147	47941811
AGAP010025	3	47950588	47953388
AGAP010026	3	47969184	47990334
AGAP010027	3	47974321	47975898
AGAP010028	3	47998780	48004322
AGAP010029	3	48005394	48007729
AGAP010030	3	48048564	48049898
AGAP010031	3	48057474	48059040
AGAP010032	3	48059601	48060918
AGAP010033	3	48061954	48063085
AGAP010034	3	48063024	48064133
AGAP010035	3	48065354	48069423
AGAP010036	3	48079043	48083969
AGAP010037	3	48106748	48108119
AGAP010038	3	48108669	48113229
AGAP010039	3	48117528	48119289
AGAP010040	3	48123318	48124292
AGAP010041	3	48135363	48138944
AGAP010042	3	48139906	48144077
AGAP010043	3	48153038	48157770
AGAP010044	3	48160823	48196357
AGAP010045	3	48196502	48201423
AGAP010046	3	48208310	48209024
AGAP010047	3	48226916	48227767
AGAP010048	3	48236018	48267617
AGAP010049	3	48276330	48303583
AGAP010050	3	48336678	48341947
AGAP010051	3	48342628	48344681
AGAP010052	3	48348398	48350675
AGAP010053	3	48407824	48410012
AGAP010054	3	48410190	48413405
AGAP010055	3	48451436	48466287
AGAP010056	3	48468803	48473896
AGAP010057	3	48486273	48488026
AGAP010058	3	48491563	48493235
AGAP010059	3	48494678	48498880
AGAP010060	3	48501423	48502721
AGAP010061	3	48503644	48509142
AGAP010062	3	48518196	48526905
AGAP010063	3	48531854	48533449
AGAP010064	3	48533897	48534741
AGAP010065	3	48534875	48535890
AGAP010066	3	48537995	48539113
AGAP010067	3	48569280	48571400
AGAP010068	3	48575430	48576589
AGAP010069	3	48594814	48596442
AGAP010070	3	48596562	48597509
AGAP010071	3	48614675	48617380
AGAP010072	3	48617687	48618382
AGAP010073	3	48618466	48620058
AGAP010074	3	48620693	48622156
AGAP010075	3	48622609	48624110
AGAP010076	3	48629637	48631571
AGAP010077	3	48654025	48655791
AGAP010078	3	48656887	48658401
AGAP010079	3	48658561	48668554
AGAP010080	3	48670051	48671094
AGAP010081	3	48672697	48674216
AGAP010082	3	48674839	48675728
AGAP010084	3	48682468	48683858
AGAP010085	3	48684432	48685372
AGAP010086	3	48685713	48687496
AGAP010087	3	48688957	48695469
AGAP010088	3	48706241	48715939
AGAP010089	3	48805823	48807270
AGAP013760	3	4763368	4764864
AGAP010090	3	48817865	48821944
AGAP010091	3	48845074	48851162
AGAP010092	3	48861429	48863729
AGAP010093	3	48863994	48868239
AGAP010094	3	49065512	49066382
AGAP010095	3	49072001	49072921
AGAP010096	3	49107506	49111119
AGAP010097	3	49126660	49127265
AGAP010098	3	49131810	49132540
AGAP010099	3	49136221	49136690
AGAP010100	3	49137589	49138196
AGAP010101	3	49142195	49142795
AGAP010103	3	49150129	49150590
AGAP010104	3	49155284	49155745
AGAP010105	3	49157894	49158335
AGAP010106	3	49160573	49161034
AGAP010107	3	49164519	49164980
AGAP010108	3	49169540	49169977
AGAP010109	3	49182656	49183063
AGAP010110	3	49185431	49186295
AGAP010111	3	49188351	49190046
AGAP010112	3	49190235	49191000
AGAP010113	3	49193017	49193877
AGAP010114	3	49196276	49197137
AGAP010115	3	49202204	49207644
AGAP010116	3	49210876	49211678
AGAP010117	3	49215715	49216528
AGAP010118	3	49216717	49217949
AGAP010119	3	49220511	49221282
AGAP010120	3	49227988	49228876
AGAP010121	3	49230063	49230500
AGAP010122	3	49237420	49238561
AGAP010123	3	49239832	49240516
AGAP010124	3	49242946	49243750
AGAP010125	3	49249564	49251266
AGAP010126	3	49251731	49252603
AGAP010127	3	49254604	49255464
AGAP010128	3	49260060	49260851
AGAP010129	3	49261669	49263862
AGAP010130	3	49265590	49267033
AGAP010131	3	49268902	49275200
AGAP010133	3	49291876	49295766
AGAP010134	3	49302810	49305364
AGAP010135	3	49309799	49311812
